"1",1,40.8373773890375,-73.8342186233795
"2",1,40.8357708941702,-73.8323695548717
"3",1,40.8340952400581,-73.8305827150901
"4",1,40.8323529611306,-73.8288603685585
"5",1,40.8305468103306,-73.8272045391013
"6",1,40.8286797386019,-73.8256169991074
"7",1,40.8267548725121,-73.8240992616702
"8",1,40.8247754903973,-73.822652575666
"9",1,40.8227449974309,-73.8212779237681
"10",1,40.820666900034,-73.8199760233324
"11",1,40.8185447800395,-73.8187473300363
"12",1,40.8163822690086,-73.8175920440958
"13",1,40.8141830230792,-73.8165101188475
"14",1,40.8119506986878,-73.8155012714439
"15",1,40.8096889294741,-73.814564995384
"16",1,40.8074013046294,-73.813700574585
"17",1,40.8050913489044,-73.8129070986912
"18",1,40.8027625044435,-73.8121834793187
"19",1,40.8004181145643,-73.8115284669383
"20",1,40.798061409553,-73.8109406681156
"21",1,40.7956954945056,-73.8104185628477
"22",1,40.793323339201,-73.8099605217564
"23",1,40.7909477699607,-73.8095648229265
"24",1,40.7885714634169,-73.8092296682067
"25",1,40.786196942088,-73.8089531988179
"26",1,40.7838265716387,-73.8087335101449
"27",1,40.7814625596913,-73.8085686656128
"28",1,40.7791069560394,-73.8084567095801
"29",1,40.7767616541174,-73.8083956791997
"30",1,40.77442839357,-73.8083836152259
"31",1,40.7721087637744,-73.8084185717619
"32",1,40.7698042081674,-73.8084986249603
"33",1,40.7675160292402,-73.8086218807023
"34",1,40.7652453940703,-73.808786481295
"35",1,40.7629933402684,-73.8089906112314
"36",1,40.7607607822323,-73.809232502069
"37",1,40.7585485176065,-73.8095104364845
"38",1,40.7563572338603,-73.809822751566
"39",1,40.7541875149052,-73.8101678414063
"40",1,40.7520398476864,-73.8105441590604
"41",1,40.7499146286884,-73.8109502179293
"42",1,40.7478121703086,-73.811384592631
"43",1,40.745732707058,-73.8118459194161
"44",1,40.7436764015576,-73.8123328961846
"45",1,40.7416433503051,-73.8128442821534
"46",1,40.7396335891934,-73.8133788972255
"47",1,40.7376470987689,-73.8139356211028
"48",1,40.7356838092186,-73.8145133921853
"49",1,40.7337436050849,-73.8151112062929
"50",1,40.7318263297043,-73.815728115243
"51",1,40.7299317893753,-73.8163632253156
"52",1,40.7280597572578,-73.8170156956308
"53",1,40.726209977011,-73.8176847364637
"54",1,40.72438216618,-73.8183696075172
"55",1,40.7225760193373,-73.8190696161711
"56",1,40.7207912109928,-73.8197841157228
"57",1,40.7190273982807,-73.820512503634
"58",1,40.7172842234367,-73.8212542197938
"59",1,40.7155613160753,-73.8220087448096
"60",1,40.7138582952803,-73.822775598332
"61",1,40.7121747715196,-73.8235543374215
"62",1,40.7105103483959,-73.8243445549625
"63",1,40.708864624243,-73.8251458781281
"64",1,40.7072371935817,-73.8259579668994
"65",1,40.7056276484419,-73.8267805126418
"66",1,40.704035579564,-73.8276132367394
"67",1,40.7024605774873,-73.828455889289
"68",1,40.7009022335356,-73.8293082478537
"69",1,40.6993601407073,-73.8301701162769
"70",1,40.6978338944801,-73.831041323555
"71",1,40.6963230935363,-73.8319217227685
"72",1,40.6948273404163,-73.8328111900718
"73",1,40.6933462421084,-73.8337096237377
"74",1,40.6918794105793,-73.8346169432579
"75",1,40.6904264632532,-73.8355330884962
"76",1,40.6889870234439,-73.8364580188928
"77",1,40.6875607207452,-73.8373917127194
"78",1,40.6861471913864,-73.8383341663807
"79",1,40.6847460785542,-73.8392853937631
"80",1,40.6833570326893,-73.8402454256265
"81",1,40.6819797117578,-73.8412143090382
"82",1,40.6806137815055,-73.8421921068478
"83",1,40.6792589156942,-73.8431788971985
"84",1,40.6779147963278,-73.8441747730766
"85",1,40.6765811138681,-73.8451798418932
"86",1,40.6752575674454,-73.8461942250999
"87",1,40.6739438650656,-73.8472180578334
"88",1,40.6726397238179,-73.8482514885898
"89",1,40.6713448700847,-73.8492946789244
"90",1,40.6700590397566,-73.8503478031767
"91",1,40.6687819784558,-73.851411048218
"92",1,40.6675134417687,-73.8524846132192
"93",1,40.6662531954925,-73.8535687094386
"94",1,40.6650010158957,-73.8546635600252
"95",1,40.6637566899967,-73.8557693998375
"96",1,40.6625200158621,-73.856886475275
"97",1,40.6612908029269,-73.8580150441202
"98",1,40.6600688723393,-73.8591553753888
"99",1,40.6588540573322,-73.8603077491867
"100",1,40.6576462036242,-73.8614724565698
"101",1,40.6564451698516,-73.8626497994058
"102",1,40.6552508280351,-73.8638400902342
"103",1,40.6540630640826,-73.8650436521222
"104",1,40.6528817783312,-73.8662608185138
"105",1,40.6517068861304,-73.8674919330678
"106",1,40.6505383184698,-73.8687373494833
"107",1,40.6493760226537,-73.8699974313072
"108",1,40.6482199630249,-73.8712725517207
"109",1,40.6470701217404,-73.8725630933015
"110",1,40.6459264996026,-73.8738694477555
"111",1,40.6447891169476,-73.8751920156148
"112",1,40.6436580145939,-73.8765312058965
"113",1,40.6425332548538,-73.8778874357163
"114",1,40.6414149226109,-73.8792611298521
"115",1,40.6403031264652,-73.8806527202501
"116",1,40.6391979999485,-73.8820626454678
"117",1,40.6380997028136,-73.8834913500458
"118",1,40.6370084223962,-73.8849392838016
"119",1,40.6359243750556,-73.8864069010361
"120",1,40.6348478076915,-73.8878946596451
"121",1,40.63377899934,-73.8894030201255
"122",1,40.6327182628498,-73.8909324444674
"123",1,40.6316659466361,-73.8924833949206
"124",1,40.6306224365136,-73.8940563326256
"125",1,40.6295881576062,-73.895651716097
"126",1,40.6285635763299,-73.8972699995469
"127",1,40.6275492024461,-73.8989116310375
"128",1,40.6265455911797,-73.9005770504482
